Indicator,Company,Year,Value,Category,Category 2
     11. Undistributed earnings after tax,VDL,2020,47.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
     11. Undistributed earnings after tax,VDL,2021,50.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
     11. Undistributed earnings after tax,VDL,2022,34.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
     11. Undistributed earnings after tax,HAT,2020,14.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
     11. Undistributed earnings after tax,HAT,2021,2.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
     11. Undistributed earnings after tax,HAT,2022,17.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
     2. Financial leased fixed assets,SAB,2020,178.0,ASSETS,   B. LONG-TERM ASSETS
     2. Financial leased fixed assets,SAB,2021,167.0,ASSETS,   B. LONG-TERM ASSETS
     2. Financial leased fixed assets,SAB,2022,162.0,ASSETS,   B. LONG-TERM ASSETS
     2. Financial leased fixed assets,SCD,2020,178.0,ASSETS,   B. LONG-TERM ASSETS
     2. Financial leased fixed assets,SCD,2021,167.0,ASSETS,   B. LONG-TERM ASSETS
     2. Financial leased fixed assets,SCD,2022,162.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,BHN,2020,74.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,BHN,2021,97.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,BHN,2022,83.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,SAB,2020,943.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,SAB,2021,933.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,SAB,2022,924.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,SCD,2020,0.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,SMB,2020,1.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,SMB,2021,1.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,SMB,2022,1.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,VCF,2020,0.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,VCF,2021,0.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,VCF,2022,0.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,HAD,2020,1.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,HAD,2021,1.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,HAD,2022,1.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,THB,2020,4.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,THB,2021,4.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,THB,2022,4.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,HAT,2020,1.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,HAT,2021,1.0,ASSETS,   B. LONG-TERM ASSETS
     3. Intangible fixed assets,HAT,2022,0.0,ASSETS,   B. LONG-TERM ASSETS
    1. Cash,BHN,2020,487.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,BHN,2021,605.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,BHN,2022,346.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SAB,2020,844.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SAB,2021,685.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SAB,2022,985.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SCD,2020,43.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SCD,2021,21.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SCD,2022,28.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SMB,2020,37.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SMB,2021,45.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,SMB,2022,42.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,VCF,2020,20.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,VCF,2021,14.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,VCF,2022,4.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,HAD,2020,0.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,HAD,2021,3.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,HAD,2022,2.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,THB,2020,36.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,THB,2021,53.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,THB,2022,29.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,VDL,2020,10.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,VDL,2021,13.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,VDL,2022,6.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,HAT,2020,27.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,HAT,2021,10.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Cash,HAT,2022,4.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,BHN,2020,608.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,BHN,2021,569.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,BHN,2022,744.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SAB,2020,1525.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SAB,2021,1756.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SAB,2022,2272.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SCD,2020,37.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SCD,2021,24.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SCD,2022,24.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SMB,2020,175.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SMB,2021,189.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,SMB,2022,255.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,VCF,2020,237.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,VCF,2021,234.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,VCF,2022,379.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,HAD,2020,16.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,HAD,2021,22.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,HAD,2022,19.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,THB,2020,50.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,THB,2021,44.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,THB,2022,55.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,VDL,2020,79.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,VDL,2021,123.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,VDL,2022,127.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,HAT,2020,5.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,HAT,2021,3.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Inventories,HAT,2022,4.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Long-term prepayments,BHN,2020,302.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,BHN,2021,247.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,BHN,2022,205.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,SAB,2020,331.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,SAB,2021,263.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,SAB,2022,383.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,SCD,2020,0.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,SCD,2021,22.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,SCD,2022,57.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,SMB,2020,59.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,SMB,2021,53.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,SMB,2022,55.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,VCF,2020,21.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,VCF,2021,18.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,VCF,2022,18.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,HAD,2020,4.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,HAD,2021,4.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,HAD,2022,5.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,THB,2020,28.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,THB,2021,21.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,THB,2022,18.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,VDL,2020,5.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,VDL,2021,4.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,VDL,2022,5.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,HAT,2020,39.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,HAT,2021,22.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term prepayments,HAT,2022,10.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term trade payables,BHN,2020,0.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Long-term trade payables,BHN,2021,0.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Long-term trade payables,BHN,2022,0.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Long-term trade payables,SAB,2020,167.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Long-term trade payables,SAB,2021,124.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Long-term trade payables,SAB,2022,120.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Long-term trade payables,THB,2020,0.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Long-term trade payables,THB,2021,0.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Long-term trade payables,THB,2022,0.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Long-term trade receivables,SAB,2020,6.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term trade receivables,SAB,2021,6.0,ASSETS,   B. LONG-TERM ASSETS
    1. Long-term trade receivables,SAB,2022,6.0,ASSETS,   B. LONG-TERM ASSETS
    1. Short-term prepayments,BHN,2020,22.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,BHN,2021,20.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,BHN,2022,27.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SAB,2020,144.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SAB,2021,89.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SAB,2022,182.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SCD,2020,1.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SCD,2021,0.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SCD,2022,1.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SMB,2020,6.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SMB,2021,6.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,SMB,2022,7.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,VCF,2020,0.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,VCF,2021,1.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,VCF,2022,1.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,THB,2022,0.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,VDL,2020,1.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,VDL,2021,1.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,VDL,2022,1.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,HAT,2020,1.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,HAT,2021,0.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term prepayments,HAT,2022,0.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts payable,BHN,2020,546.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,BHN,2021,401.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,BHN,2022,565.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,SAB,2020,1653.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,SAB,2021,2400.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,SAB,2022,2766.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,SCD,2020,28.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,SCD,2021,25.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,SCD,2022,94.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,SMB,2020,15.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,SMB,2021,22.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,SMB,2022,28.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,VCF,2020,162.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,VCF,2021,242.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,VCF,2022,122.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,HAD,2020,2.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,HAD,2021,0.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,HAD,2022,1.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,THB,2020,24.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,THB,2021,48.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,THB,2022,40.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,VDL,2020,6.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,VDL,2021,3.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,VDL,2022,3.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,HAT,2020,9.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,HAT,2021,7.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts payable,HAT,2022,13.0,OWNER'S EQUITY,   A. LIABILITIES
    1. Short-term trade accounts receivable,BHN,2020,136.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,BHN,2021,285.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,BHN,2022,290.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SAB,2020,69.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SAB,2021,101.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SAB,2022,338.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SCD,2020,7.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SCD,2021,22.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SCD,2022,30.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SMB,2020,53.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SMB,2021,30.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,SMB,2022,27.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,VCF,2020,227.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,VCF,2021,126.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,VCF,2022,444.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,HAD,2020,0.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,THB,2020,36.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,THB,2021,66.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,THB,2022,90.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,VDL,2020,26.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,VDL,2021,20.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,VDL,2022,16.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,HAT,2020,0.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,HAT,2021,4.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Short-term trade accounts receivable,HAT,2022,1.0,ASSETS,   A. SHORT-TERM ASSETS
    1. Subsidized not-for-profit funds,BHN,2020,0.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    1. Subsidized not-for-profit funds,BHN,2021,0.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    1. Subsidized not-for-profit funds,BHN,2022,0.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    1. Subsidized not-for-profit funds,THB,2020,0.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    1. Subsidized not-for-profit funds,THB,2021,0.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    1. Subsidized not-for-profit funds,THB,2022,0.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    10. Other funds from owner's equity,BHN,2020,4.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    10. Other funds from owner's equity,BHN,2021,13.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    10. Other funds from owner's equity,BHN,2022,12.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    10. Short-term borrowings and financial leases,BHN,2020,220.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,BHN,2021,198.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,BHN,2022,96.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,SAB,2020,449.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,SAB,2021,322.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,SAB,2022,659.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,SCD,2021,1.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,SCD,2022,94.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,SMB,2020,48.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,SMB,2021,77.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,SMB,2022,70.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,VCF,2020,317.0,OWNER'S EQUITY,   A. LIABILITIES
    10. Short-term borrowings and financial leases,VCF,2021,323.0,OWNER'S EQUITY,   A. LIABILITIES
